word_1,def_1-1,def_1-2,def_1-3,def_1-4,def_1-5,def_1-6,def_1-7,word_2,def_2-1,def_2-2,def_2-3,def_2-4,def_2-5,def_2-6,def_2-7
swarm,"<crowd-radio-button name="def_1-0" value="def_1-0">a moving crowd</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">a group of many things in the air or on the ground</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">be teeming, be abuzz</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">move in large numbers</crowd-radio-button>",o,o,o,pour,"<crowd-radio-button name="def_2-0" value="def_2-0">cause to run</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">move in large numbers</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">pour out</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">flow in a spurt</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">supply in large amounts or quantities</crowd-radio-button>","<crowd-radio-button name="def_2-5" value="def_2-5">rain heavily</crowd-radio-button>",o
establishment,"<crowd-radio-button name="def_1-0" value="def_1-0">the act of forming or establishing something</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">an organization founded and united for a specific purpose</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">the persons (or committees or departments etc.) who make up a body for the purpose of administering something</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">a public or private structure (business or governmental or educational) including buildings and equipment for business or residence</crowd-radio-button>","<crowd-radio-button name="def_1-4" value="def_1-4">any large organization</crowd-radio-button>","<crowd-radio-button name="def_1-5" value="def_1-5">(ecology) the process by which a plant or animal becomes established in a new habitat</crowd-radio-button>","<crowd-radio-button name="def_1-6" value="def_1-6">the cognitive process of establishing a valid proof</crowd-radio-button>",confirmation,"<crowd-radio-button name="def_2-0" value="def_2-0">additional proof that something that was believed (some fact or hypothesis or theory) is correct</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">information that confirms or verifies</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">making something valid by formally ratifying or confirming it</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">a ceremony held in the synagogue (usually at Pentecost) to admit as adult members of the Jewish community young men and women who have successfully completed a course of study in Judaism</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">a sacrament admitting a baptized person to full participation in the church</crowd-radio-button>",o,o
enclosing,"<crowd-radio-button name="def_1-0" value="def_1-0">the act of enclosing something inside something else</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">enclose or enfold completely with or as if with a covering</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">close in; darkness enclosed him"</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">surround completely</crowd-radio-button>","<crowd-radio-button name="def_1-4" value="def_1-4">introduce</crowd-radio-button>",o,o,enclosure,"<crowd-radio-button name="def_2-0" value="def_2-0">a structure consisting of an area that has been enclosed for some purpose</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">the act of enclosing something inside something else</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">a naturally enclosed space</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">something (usually a supporting document) that is enclosed in an envelope with a covering letter</crowd-radio-button>",o,o,o
letting,"<crowd-radio-button name="def_1-0" value="def_1-0">property that is leased or rented out or let</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">make it possible through a specific action or lack of action for something to happen</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">actively cause something to happen</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">consent to, give permission</crowd-radio-button>","<crowd-radio-button name="def_1-4" value="def_1-4">cause to move; cause to be in a certain position or condition</crowd-radio-button>","<crowd-radio-button name="def_1-5" value="def_1-5">leave unchanged</crowd-radio-button>","<crowd-radio-button name="def_1-6" value="def_1-6">grant use or occupation of under a term of contract</crowd-radio-button>",award,"<crowd-radio-button name="def_2-0" value="def_2-0">a grant made by a law court</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">a tangible symbol signifying approval or distinction</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">something given for victory or superiority in a contest or competition or for winning a lottery</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">give, especially as an honor or reward</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">give as judged due or on the basis of merit</crowd-radio-button>",o,o
checker,"<crowd-radio-button name="def_1-0" value="def_1-0">an attendant who checks coats or baggage</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">one who checks the correctness of something</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">one of the flat round pieces used in playing the game of checkers</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">mark into squares or draw squares on; draw crossed lines on</crowd-radio-button>","<crowd-radio-button name="def_1-4" value="def_1-4">variegate with different colors, shades, or patterns</crowd-radio-button>",o,o,clerk,"<crowd-radio-button name="def_2-0" value="def_2-0">an employee who performs clerical work (e.g., keeps records or accounts)</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">a salesperson in a store</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">work as a clerk, as in the legal business</crowd-radio-button>",o,o,o,o
conformist,"<crowd-radio-button name="def_1-0" value="def_1-0">someone who conforms to established standards of conduct (especially in religious matters)</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">marked by convention and conformity to customs or rules or styles</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">adhering to established customs or doctrines (especially in religion)</crowd-radio-button>",o,o,o,o,religious,"<crowd-radio-button name="def_2-0" value="def_2-0">a member of a religious order who is bound by vows of poverty and chastity and obedience</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">concerned with sacred matters or religion or the church</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">having or showing belief in and reverence for a deity</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">of or relating to clergy bound by monastic vows</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">extremely scrupulous and conscientious</crowd-radio-button>",o,o
ripped,"<crowd-radio-button name="def_1-0" value="def_1-0">tear or be torn violently</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">move precipitously or violently</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">cut (wood) along the grain</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">criticize or abuse strongly and violently</crowd-radio-button>",o,o,o,identified,"<crowd-radio-button name="def_2-0" value="def_2-0">recognize as being; establish the identity of someone or something</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">give the name or identifying characteristics of; refer to by name or some other identifying characteristic property</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">consider (oneself) as similar to somebody else</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">conceive of as united or associated</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">identify as in botany or biology, for example</crowd-radio-button>","<crowd-radio-button name="def_2-5" value="def_2-5">consider to be equal or the same</crowd-radio-button>","<crowd-radio-button name="def_2-6" value="def_2-6">having the identity known or established</crowd-radio-button>"
bagging,"<crowd-radio-button name="def_1-0" value="def_1-0">coarse fabric used for bags or sacks</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">capture or kill, as in hunting</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">hang loosely, like an empty bag</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">bulge out; form a bulge outward, or be so full as to appear to bulge</crowd-radio-button>","<crowd-radio-button name="def_1-4" value="def_1-4">take unlawfully</crowd-radio-button>","<crowd-radio-button name="def_1-5" value="def_1-5">put into a bag</crowd-radio-button>",o,sacking,"<crowd-radio-button name="def_2-0" value="def_2-0">coarse fabric used for bags or sacks</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">the termination of someone's employment (leaving them free to depart)</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">plunder (a town) after capture</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">terminate the employment of; discharge from an office or position</crowd-radio-button>","<crowd-radio-button name="def_2-4" value="def_2-4">make as a net profit</crowd-radio-button>","<crowd-radio-button name="def_2-5" value="def_2-5">put in a sack</crowd-radio-button>",o
clerk,"<crowd-radio-button name="def_1-0" value="def_1-0">an employee who performs clerical work (e.g., keeps records or accounts)</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">a salesperson in a store</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">work as a clerk, as in the legal business</crowd-radio-button>",o,o,o,o,profession,"<crowd-radio-button name="def_2-0" value="def_2-0">the body of people in a learned occupation</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">an occupation requiring special education (especially in the liberal arts or sciences)</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">an open avowal (true or false) of some belief or opinion</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">affirmation of acceptance of some religion or faith</crowd-radio-button>",o,o,o
art,"<crowd-radio-button name="def_1-0" value="def_1-0">the products of human creativity; works of art collectively</crowd-radio-button>","<crowd-radio-button name="def_1-1" value="def_1-1">the creation of beautiful or significant things</crowd-radio-button>","<crowd-radio-button name="def_1-2" value="def_1-2">a superior skill that you can learn by study and practice and observation</crowd-radio-button>","<crowd-radio-button name="def_1-3" value="def_1-3">photographs or other visual representations in a printed publication</crowd-radio-button>",o,o,o,sculptures,"<crowd-radio-button name="def_2-0" value="def_2-0">a three-dimensional work of plastic art</crowd-radio-button>","<crowd-radio-button name="def_2-1" value="def_2-1">creating figures or designs in three dimensions</crowd-radio-button>","<crowd-radio-button name="def_2-2" value="def_2-2">create by shaping stone or wood or any other hard material</crowd-radio-button>","<crowd-radio-button name="def_2-3" value="def_2-3">shape (a material like stone or wood) by whittling away at it</crowd-radio-button>",o,o,o
