word_1,def_1-1,qual_1-1_start,qual_1-1_end,def_1-2,qual_1-2_start,qual_1-2_end,def_1-3,qual_1-3_start,qual_1-3_end,def_1-4,qual_1-4_start,qual_1-4_end,def_1-5,qual_1-5_start,qual_1-5_end,def_1-6,qual_1-6_start,qual_1-6_end,def_1-7,qual_1-7_start,qual_1-7_end,word_2,def_2-1,qual_2-1_start,qual_2-1_end,def_2-2,qual_2-2_start,qual_2-2_end,def_2-3,qual_2-3_start,qual_2-3_end,def_2-4,qual_2-4_start,qual_2-4_end,def_2-5,qual_2-5_start,qual_2-5_end,def_2-6,qual_2-6_start,qual_2-6_end,def_2-7,qual_2-7_start,qual_2-7_end,relationship
mole,"the molecular weight of a substance expressed in grams; the basic unit of amount of substance adopted under the Systeme International d'Unites",,,"a spy who works against enemy espionage",,,"spicy sauce often containing chocolate",,,"a small congenital pigmented spot on the skin",,,"a protective structure of stone or concrete; extends from shore into the water to prevent a beach from washing away",,,"small velvety-furred burrowing mammal having small eyes and fossorial forefeet",,,,<!--,-->,blemish,"a mark or flaw that spoils the appearance of something (especially on a person's body)",,,"mar or spoil the appearance of",,,"mar or impair with a flaw",,,"add a flaw or blemish to; make imperfect or defective",,,,<!--,-->,,<!--,-->,,<!--,-->,IsA
safest,"free from danger or the risk of harm",,,"(of an undertaking) secure from risk",,,"having reached a base without being put out",,,"financially sound",,,,<!--,-->,,<!--,-->,,<!--,-->,safe,"strongbox where valuables can be safely kept",,,"a ventilated or refrigerated cupboard for securing provisions from pests",,,"contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse",,,"free from danger or the risk of harm",,,"(of an undertaking) secure from risk",,,"having reached a base without being put out",,,"financially sound",,,FormOf
laurel,"any of various aromatic trees of the laurel family",,,"United States slapstick comedian (born in England) who played the scatterbrained and often tearful member of the Laurel and Hardy duo who made many films (1890-1965)",,,"(antiquity) a wreath of laurel foliage worn on the head as an emblem of victory",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,delaware,"a river that rises in the Catskills in southeastern New York and flows southward along the border of Pennsylvania with New York and New Jersey to northern Delaware where it empties into Delaware Bay",,,"a member of an Algonquian people formerly living in New Jersey and New York and parts of Delaware and Pennsylvania",,,"one of the British colonies that formed the United States",,,"a Mid-Atlantic state; one of the original 13 colonies",,,"the Algonquian language spoken by the Delaware",,,,<!--,-->,,<!--,-->,RelatedTo
dodge,"an elaborate or deceitful scheme contrived to deceive or evade",,,"a quick evasive movement",,,"a statement that evades the question by cleverness or trickery",,,"make a sudden movement in a new direction so as to avoid",,,"move to and fro or from place to place usually in an irregular course",,,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)",,,,<!--,-->,hedge,"a fence formed by a row of closely planted shrubs or bushes",,,"any technique designed to reduce or eliminate financial risk; for example, taking two positions that will offset each other if prices change",,,"an intentionally noncommittal or ambiguous statement",,,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)",,,"hinder or restrict with or as if with a hedge",,,"enclose or bound in with or as it with a hedge or hedges",,,"minimize loss or risk",,,Synonym
oracle,"an authoritative person who divines the future",,,"a prophecy (usually obscure or allegorical) revealed by a priest or priestess; believed to be infallible",,,"a shrine where an oracular god is consulted",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,dedicate,"give entirely to a specific person, activity, or cause",,,"open to public use, as of a highway, park, or building",,,"inscribe or address by way of compliment",,,"set apart to sacred uses with solemn rites, of a church",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
temperance,"the trait of avoiding excesses",,,"abstaining from excess",,,"the act of tempering",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,passions,"a strong feeling or emotion",,,"the trait of being intensely emotional",,,"something that is desired intensely",,,"an irrational but irresistible motive for a belief or action",,,"a feeling of strong sexual desire",,,"any object of warm affection or devotion",,,"the suffering of Jesus at the Crucifixion",,,RelatedTo
cost,"the total spent for goods or services including money and time and labor",,,"the property of having material worth (often indicated by the amount of money something would bring if sold)",,,"value measured by what must be given or done or undergone to obtain something",,,"be priced at",,,"require to lose, suffer, or sacrifice",,,,<!--,-->,,<!--,-->,money,"the most common medium of exchange; functions as legal tender",,,"wealth reckoned in terms of money",,,"the official currency issued by a government or national bank",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
rebel,"`Johnny' was applied as a nickname for Confederate soldiers by the Federal soldiers in the American Civil War; `greyback' derived from their grey Confederate uniforms",,,"a person who takes part in an armed rebellion against the constituted authority (especially in the hope of improving conditions)",,,"someone who exhibits great independence in thought and action",,,"take part in a rebellion; renounce a former allegiance",,,"break with established customs",,,,<!--,-->,,<!--,-->,confederate,"a supporter of the Confederate States of America",,,"someone who assists in a plot",,,"a person who joins with another in carrying out some plan (especially an unethical or illegal plan)",,,"form a group or unite",,,"form a confederation with; of nations",,,"of or having to do with the southern Confederacy during the American Civil War",,,"united in a confederacy or league",,,RelatedTo
segment,"one of several parts or pieces that fit with others to constitute a whole object",,,"one of the parts into which something naturally divides",,,"divide into segments",,,"divide or split up",,,,<!--,-->,,<!--,-->,,<!--,-->,thorax,"the middle region of the body of an arthropod between the head and the abdomen",,,"the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates",,,"part of an insect's body that bears the wings and legs",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
intriguing,"cause to be interested or curious",,,"form intrigues (for) in an underhand manner",,,"disturbingly provocative",,,"capable of arousing interest or curiosity",,,,<!--,-->,,<!--,-->,,<!--,-->,fascinating,"cause to be interested or curious",,,"to render motionless, as with a fixed stare or by arousing terror or awe",,,"attract; cause to be enamored",,,"capable of arousing and holding the attention",,,"capturing interest as if by a spell",,,,<!--,-->,,<!--,-->,Synonym
neck,"the part of an organism (human or animal) that connects the head to the rest of the body",,,"a narrow elongated projecting strip of land",,,"a cut of meat from the neck of an animal",,,"a narrow part of an artifact that resembles a neck in position or form",,,"an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck",,,"kiss, embrace, or fondle with sexual passion",,,,<!--,-->,elongation,"the quality of being elongated",,,"an addition to the length of something",,,"the act of lengthening something",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
retake,"a shot or scene that is photographed again",,,"take back by force, as after a battle",,,"capture again",,,"photograph again",,,,<!--,-->,,<!--,-->,,<!--,-->,photograph,"a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material",,,"record on photographic film",,,"undergo being photographed in a certain way",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,MannerOf
beak,"beaklike mouth of animals other than birds (e.g., turtles)",,,"horny projecting mouth of a bird",,,"a beaklike, tapering tip on certain plant structures",,,"informal terms for the nose",,,"hit lightly with a picking motion",,,,<!--,-->,,<!--,-->,prolongation,"the act of prolonging something",,,"amount or degree or range to which something extends",,,"the consequence of being lengthened in duration",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
bluing,"used to whiten laundry or hair or give it a bluish tinge",,,"a process that makes something blue (or bluish)",,,"turn blue",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,steel,"an alloy of iron with small amounts of carbon; widely used in construction; mechanical properties can be varied over a wide range",,,"a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard",,,"knife sharpener consisting of a ridged steel rod",,,"get ready for something difficult or unpleasant",,,"cover, plate, or edge with steel",,,,<!--,-->,,<!--,-->,RelatedTo
correlated,"to bear a reciprocal or mutual relation",,,"bring into a mutual, complementary, or reciprocal relation",,,"mutually related",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,related,"make a logical or causal connection",,,"be relevant to",,,"give an account of",,,"be in a relationship with",,,"have or establish a relationship to",,,"being connected either logically or causally or by shared characteristics",,,"connected by kinship, common origin, or marriage",,,SimilarTo
east,"the cardinal compass point that is at 90 degrees",,,"the countries of Asia",,,"the region of the United States lying to the north of the Ohio River and to the east of the Mississippi River",,,"the direction corresponding to the eastward cardinal compass point",,,"a location in the eastern part of a country, region, or city",,,"situated in or facing or moving toward the east",,,"to, toward, or in the east",,,compasses,"navigational instrument for finding directions",,,"an area in which something acts or operates or has power or control:",,,"the limit of capability",,,"drafting instrument used for drawing circles",,,"bring about; accomplish",,,"travel around, either by plane or ship",,,"get the meaning of something",,,RelatedTo
communicate,"transmit information",,,"transmit thoughts or feelings",,,"transfer to another",,,"join or connect",,,"be in verbal contact; interchange information or ideas",,,"administer Communion; in church",,,"receive Communion, in the Catholic church",,,impart,"transmit (knowledge or skills)",,,"bestow a quality on",,,"transmit or serve as the medium for transmission",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
reconstruction,"the period after the American Civil War when the southern states were reorganized and reintegrated into the Union; 1865-1877",,,"the activity of constructing something again",,,"an interpretation formed by piecing together bits of evidence",,,"recall that is hypothesized to work by storing abstract features which are then used to construct the memory during recall",,,,<!--,-->,,<!--,-->,,<!--,-->,construction,"the act of constructing something",,,"a group of words that form a constituent of a sentence and are considered as a single unit",,,"the creation of a construct; the process of combining ideas into a congruous object of thought",,,"a thing constructed; a complex entity constructed of many parts",,,"drawing a figure satisfying certain conditions as part of solving a problem or proving a theorem",,,"an interpretation of a text or action",,,"the commercial activity involved in repairing old structures or constructing new ones",,,DerivedFrom
fugitive,"someone who flees from an uncongenial situation",,,"someone who is sought by law officers; someone trying to elude justice",,,"lasting for a markedly brief time",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,prosecution,"the institution and conduct of legal proceedings against a defendant for criminal behavior",,,"the lawyers acting for the state to put the case against the defendant",,,"the continuance of something begun with a view to its completion",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
